---,Attribute,DamageValue,CrossBreakDamageRate,TAGComboStart,ArmorDamageValue,ShieldDamageValue,ShieldAreaDamageValue,MobDamageValue,MobBigDamageValue,MidStrongholdDamageValue,GuardStrongholdDamageValue,StrongholdDamageValue,DownValue,CrossBreakDownValueRate,HeadShotRate,CriticalHitRate,ScoreRate,ScoreRateNonPlayer,MyDamageRate,FriendDamageRate,VsBossDamageRate,VsBossDownValueRate,FlinchValue,ReactionType,DamageType,AbnormalStateType,AbnormalStateValue,AbnormalStateTime,BlowOffPowerValue,BlowOffType,BlowOffPitchDeg,BlowOffYawDeg,FlinchTime,KnockBackPowerValue,KnockBackPowerValueShield,PeculiarDamageType,PeculiarDamageValue,Mob3Damage,AttackHitStopTime,DamageHitStopTime,ShakeType,StrengthShake,ShakeRate
Skill_ATK_Buff01,Normal,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,BuffAtk,1000,10,0,Unit,0,0,0,0,0,UseException,1.25,False,0,0,None,1,1
Skill_ATK_Buff02,Normal,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,BuffBooster,1000,10,0,Unit,0,0,0,0,0,UseException,0.8,False,0,0,None,1,1
Skill_ATK_BoundBubble_Bullet01,Normal,160,1.5,400,100,200,250,500,166,0,83,200,0,1000,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,500,0,None,0,True,0,0.01,None,1,1
Skill_ATK_BoundBubble_Bullet02,Normal,176,1.5,440,100,200,250,500,166,0,83,200,0,1000,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,500,0,None,0,True,0,0.01,None,1,1
Skill_ATK_BoundBubble_Bullet03,Normal,192,1.5,480,100,200,250,500,166,0,83,200,0,1000,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,500,0,None,0,True,0,0.01,None,1,1
Skill_ATK_Pressure_Bullet01_Atk01,Bomb,180,1.4,360,160,200,200,200,280,0,140,400,0,1000,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,10000,Center,30,0,0,0,0,None,0,True,0,0.25,ImpactStatic,1,1
Skill_ATK_Pressure_Bullet01_Atk02,Bomb,198,1.4,500,160,200,200,200,280,0,140,400,0,1000,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,10000,Center,30,0,0,0,0,None,0,True,0,0.25,ImpactStatic,1,1
Skill_ATK_Pressure_Bullet01_Atk03,Bomb,216,1.4,1500,160,200,200,200,280,0,140,400,0,1000,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,10000,Center,30,0,0,0,0,None,0,True,0,0.25,ImpactStatic,1,1
Skill_ATK_PowerBall_Bullet01,Beam,240,1.6,192,120,800,800,200,240,0,120,450,1000,1000,0,1,1,1,1,1,1.5,1.2,1000,BlowOff,InvincibleBlowOff,None,0,0,12000,UnitXY,55,0,0.4,2000,0,None,0,True,0,0.1,RapidDynamic,1,1
Skill_ATK_PowerBall_Bullet02,Beam,280,1.5,224,120,800,800,200,240,0,120,450,1000,1000,0,1,1,1,1,1,1.5,1.2,1000,BlowOff,InvincibleBlowOff,None,0,0,13000,UnitXY,55,0,0.4,2000,0,None,0,True,0,0.2,RapidDynamic,1,1
Skill_ATK_PowerBall_Bullet03,Beam,320,1.4,256,120,800,800,200,240,0,120,450,1000,1000,0,1,1,1,1,1,1.5,1.2,1000,BlowOff,InvincibleBlowOff,None,0,0,15000,UnitXY,55,0,0.4,2000,0,None,0,True,0,0.4,RapidDynamic,1,1
Skill_ATK_MachineGun_Bullet01,Bullet,7,1.5,40,6,8,12,30,19,0,10,40,0,30,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
Skill_ATK_MachineGun_Bullet02,Bullet,7,1.5,50,6,8,12,30,19,0,10,40,0,30,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
Skill_ATK_MachineGun_Bullet03,Bullet,7,1.5,60,6,8,12,30,19,0,10,40,0,30,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
Skill_ATK_CoilGun_Bullet01,Bullet,50,1.5,62.5,50,50,50,150,100,0,50,150,0,250,0,1,1,1,1,1,1.5,1,1000,Flinch,InvincibleBlowOff,None,1000,4,0,Unit,0,0,1,0,0,None,0,False,0,0.1,ImpactStatic,5,1
Skill_ATK_CoilGun_Bullet02,Bullet,50,1.5,62.5,50,50,50,150,100,0,50,150,0,250,0,1,1,1,1,1,1.5,1,0,None,InvincibleBlowOff,Palsy,1000,2,0,Unit,0,0,0,0,0,None,0,False,0,0.1,ImpactStatic,5,1
Skill_ATK_CoilGun_Bullet03,Bullet,50,1.5,62.5,50,50,50,150,100,0,50,150,0,250,0,1,1,1,1,1,1.5,1,0,None,InvincibleBlowOff,None,1000,4,0,Unit,0,0,0,0,0,None,0,False,0,0.1,ImpactStatic,5,1
Skill_ATK_Stealth_Buff01,Normal,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,ARSkillStealth,1000,10,0,Unit,0,0,0,0,0,UseException,0.8,False,0,0,None,1,1
Skill_ATK_Stealth_Buff02,Normal,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,ARSkillStealth,1000,10,0,Unit,0,0,0,0,0,UseException,0.8,False,0,0,None,1,1
Skill_ATK_Stealth_Buff03,Normal,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,ARSkillStealth,1000,10,0,Unit,0,0,0,0,0,UseException,0.8,False,0,0,None,1,1
Skill_ATK_WideShot_Bullet01,Beam,80,1.5,240,80,180,180,100,190,0,120,340,0,400,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.5,5000,0,None,0,True,0,0.05,ImpactStatic,1,1.2
Skill_ATK_WideShot_Bullet02,Beam,80,1.5,300,80,180,180,100,190,0,120,340,0,400,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.5,5000,0,None,0,True,0,0.05,ImpactStatic,1,1.2
Skill_ATK_WideShot_Bullet03,Beam,80,1.5,360,80,180,180,100,190,0,120,340,0,400,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.5,5000,0,None,0,True,0,0.05,ImpactStatic,1,1.2
Coop_VS_Skill_ATK,None,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Coop_Skill_ATK_BoundBubble_Coop01,Bomb,0,1.5,0,0,0,0,300,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,True,0,0,ImpactStatic,1,1
Coop_Skill_ATK_BoundBubble_Coop02,Bomb,0,1.5,0,0,0,0,300,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,True,0,0,ImpactStatic,1,1
Coop_Skill_ATK_BoundBubble_Coop03,Bomb,0,1.5,0,0,0,0,300,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,True,0,0,ImpactStatic,1,1
Coop_Skill_ATK_SatelliteLaser_Coop01,Bomb,300,1.15,240,360,1000,1000,500,350,0,175,0,1000,1000,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,12000,UnitXY,60,0,0,0,0,None,0,True,0,0,None,1,1
Coop_Skill_ATK_SatelliteLaser_Coop02,Bomb,330,1.1,264,360,1000,1000,500,350,0,175,0,1000,1000,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,12000,UnitXY,60,0,0,0,0,None,0,True,0,0,None,1,1
Coop_Skill_ATK_SatelliteLaser_Coop03,Bomb,360,1.05,288,360,1000,1000,500,350,0,175,0,1000,1000,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,12000,UnitXY,60,0,0,0,0,None,0,True,0,0,None,1,1
Coop_Skill_ATK_SentryGun_Coop01,Laser,100,1.5,80,100,500,100,100,400,0,200,550,0,400,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,RapidDynamic,1,1
Coop_Skill_ATK_SentryGun_Coop02,Laser,100,1.5,80,100,500,100,100,400,0,200,550,0,400,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,RapidDynamic,1,1
Coop_Skill_ATK_SentryGun_Coop03,Laser,100,1.5,80,100,500,100,100,400,0,200,550,0,400,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,RapidDynamic,1,1
Coop_Skill_ATK_SentryGun_Coop04,BeamBomb,65,1.5,18,65,400,400,150,540,0,270,1150,0,90,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,8000,Center,70,0,0,0,0,None,0,True,0,0.1,ImpactStatic,1,1
Coop_Skill_ATK_SentryGun_Coop05,BeamBomb,37,1.5,18,37,400,400,150,540,0,270,0,0,90,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,8000,Center,70,0,0,0,0,None,0,True,0,0.1,ImpactStatic,1,1
Coop_Skill_ATK_TornadoArea_Coop01,Object,12,1.2,48,25,20,20,40,10,0,5,30,0,50,0,1,1,1,1,0,1.5,1,0,None,InvincibleBlowOff,MoveSlow,1000,6,0,Center,80,0,0,0,0,UseException,0.6,True,0,0.003,None,1,1
Coop_Skill_ATK_TornadoArea_Coop02,Object,14,1.2,56,25,20,20,40,10,0,5,30,0,50,0,1,1,1,1,0,1.5,1,0,None,InvincibleBlowOff,MoveSlow,1000,6,0,Center,80,0,0,0,0,UseException,0.5,True,0,0.003,None,1,1
Coop_Skill_ATK_TornadoArea_Coop03,Object,16,1.2,64,25,20,20,40,10,0,5,30,0,50,0,1,1,1,1,0,1.5,1,0,None,InvincibleBlowOff,MoveSlow,1000,6,0,Center,80,0,0,0,0,UseException,0.4,True,0,0.003,None,1,1
Coop_Skill_ATK_Options_Coop01,Beam,6,1.2,18,25,30,50,50,30,0,10,10,0,25,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.05,None,1,1
Coop_Skill_ATK_Options_Coop02,Heal,12,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Coop_Skill_ATK_Options_Coop03,Beam,7,1.2,21,25,30,50,50,30,0,10,10,0,25,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.05,None,1,1
Coop_Skill_ATK_Options_Coop04,Heal,14,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Coop_Skill_ATK_Options_Coop05,Beam,8,1.2,24,25,30,50,50,30,0,10,10,0,25,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.05,None,1,1
Coop_Skill_ATK_Options_Coop06,Heal,16,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
System_ATK,None,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
System_ATK_AbnormalFire,Normal,20,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,RapidRandom,1,1
ATK_DebugTest_Bullet01,Normal,0,1.5,33.2,0,0,0,0,0,0,0,0,83,166,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.1,2000,0,None,0,False,0,0.05,ImpactStatic,1,1.2
System_ATK_RestartDash,Normal,300,1.5,0,300,0,0,300,600,0,800,800,0,0,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,10000,Owner,0,0,0,0,0,None,0,False,0,0,None,1,1
System_ATK_DashAttack,Normal,160,1.5,480,300,0,0,300,50,0,50,50,0,1000,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,10000,Owner,10,0,0,0,0,None,0,False,0.05,0.05,ImpactStatic,1,1
System_ATK_LanceType02_Heal,Heal,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,10000,Owner,10,0,0,0,0,None,0,False,0.05,0.05,ImpactStatic,1,1
